customer_id^|^is_mobile_customer^|^is_cable_customer^|^is_dsl_customer^|^is_prospect^|^is_building^|^cust_sub_type_cd^|^mobile_ban^|^dsl_customer_number^|^cab_accnt_nr^|^cust_status_dt^|^cust_status_cd^|^cust_stat_rsn_cd^|^cust_lob^|^cab_pers_id_cab_me^|^cable_customer_number^|^cab_building_id^|^convergent_person_id^|^household_id^|^building_id^|^legacy_customer_id^|^cust_valid_from_dt^|^cust_valid_until_dt^|^legacy_kgs44_id^|^account_type^|^account_sub_type^|^market_code^|^birthday^|^first_offer^|^email_address^|^mobile_number^|^fullname^|^prefix_txt^|^cust_segment_cd
45189915^|^0^|^0^|^0^|^0^|^1^|^IND^|^1130542074^|^13014243^|^9124285^|^20170405^|^T12^|^T1235^|^T1236^|^T1237^|^30542044^|^871^|^1215400^|^871^|^871^|^921^|^20181112^|^20201230^|^1461200001309003249109397810607764^|^RG^|^rg^|^MMO^|^19860619^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189916^|^0^|^1^|^0^|^0^|^0^|^IND^|^1130542075^|^13014244^|^9124286^|^20170719^|^T12^|^T1235^|^T1236^|^T1237^|^30542045^|^872^|^1215401^|^872^|^872^|^922^|^20180224^|^20201230^|^1461200001309003249109397810607765^|^I^|^rg^|^MMO^|^20050513^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189917^|^0^|^0^|^0^|^0^|^0^|^IND^|^1130542076^|^13014245^|^9124287^|^20170217^|^T12^|^T1235^|^T1236^|^T1237^|^30542046^|^873^|^1215402^|^873^|^873^|^923^|^20180129^|^20201230^|^1461200001309003249109397810607766^|^I^|^rg^|^MMC^|^19910311^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189918^|^1^|^1^|^1^|^0^|^1^|^IND^|^1130542077^|^13014246^|^9124288^|^20170528^|^T12^|^T1235^|^T1236^|^T1237^|^30542047^|^874^|^1215403^|^874^|^874^|^924^|^20181102^|^20201230^|^1461200001309003249109397810607767^|^I^|^rg^|^MMC^|^19890304^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189919^|^0^|^1^|^1^|^1^|^0^|^IND^|^1130542078^|^13014247^|^9124289^|^20170202^|^T12^|^T1235^|^T1236^|^T1237^|^30542048^|^875^|^1215404^|^875^|^875^|^925^|^20180227^|^20201230^|^1461200001309003249109397810607768^|^RG^|^rg^|^MMO^|^19990328^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189920^|^0^|^1^|^0^|^0^|^0^|^IND^|^1130542079^|^13014248^|^9124290^|^20161118^|^T12^|^T1235^|^T1236^|^T1237^|^30542049^|^876^|^1215405^|^876^|^876^|^926^|^20180308^|^20201230^|^1461200001309003249109397810607769^|^I^|^rg^|^MMO^|^19880401^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189921^|^0^|^1^|^0^|^0^|^1^|^IND^|^1130542080^|^13014249^|^9124291^|^20160802^|^T12^|^T1235^|^T1236^|^T1237^|^30542050^|^877^|^1215406^|^877^|^877^|^927^|^20181108^|^20201230^|^1461200001309003249109397810607770^|^B^|^rg^|^MMO^|^20061107^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189922^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130542081^|^13014250^|^9124292^|^20170624^|^T12^|^T1235^|^T1236^|^T1237^|^30542051^|^878^|^1215407^|^878^|^878^|^928^|^20180805^|^20201230^|^1461200001309003249109397810607771^|^B^|^rg^|^MMC^|^19850611^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189923^|^0^|^1^|^1^|^1^|^0^|^ORG^|^1130542082^|^13014251^|^9124293^|^20170530^|^T12^|^T1235^|^T1236^|^T1237^|^30542052^|^879^|^1215408^|^879^|^879^|^929^|^20180413^|^20201230^|^1461200001309003249109397810607772^|^RG^|^rg^|^MMC^|^20111014^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189924^|^0^|^1^|^0^|^1^|^0^|^ORG^|^1130542083^|^13014252^|^9124294^|^20170311^|^T12^|^T1235^|^T1236^|^T1237^|^30542053^|^880^|^1215409^|^880^|^880^|^930^|^20180102^|^20201230^|^1461200001309003249109397810607773^|^B^|^rg^|^MMC^|^19820826^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189925^|^1^|^1^|^0^|^1^|^1^|^ORG^|^1130542084^|^13014253^|^9124295^|^20161118^|^T12^|^T1235^|^T1236^|^T1237^|^30542054^|^881^|^1215410^|^881^|^881^|^931^|^20181014^|^20201230^|^1461200001309003249109397810607774^|^I^|^rg^|^MMO^|^20060612^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189926^|^0^|^1^|^0^|^1^|^1^|^ORG^|^1130542085^|^13014254^|^9124296^|^20160716^|^T12^|^T1235^|^T1236^|^T1237^|^30542055^|^882^|^1215411^|^882^|^882^|^932^|^20181224^|^20201230^|^1461200001309003249109397810607775^|^B^|^rg^|^MMC^|^19961224^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189927^|^1^|^0^|^1^|^1^|^0^|^IND^|^1130542086^|^13014255^|^9124297^|^20170306^|^T12^|^T1235^|^T1236^|^T1237^|^30542056^|^883^|^1215412^|^883^|^883^|^933^|^20180430^|^20201230^|^1461200001309003249109397810607776^|^RG^|^rg^|^MMO^|^20080623^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189928^|^1^|^0^|^1^|^1^|^0^|^IND^|^1130542087^|^13014256^|^9124298^|^20161016^|^T12^|^T1235^|^T1236^|^T1237^|^30542057^|^884^|^1215413^|^884^|^884^|^934^|^20181218^|^20201230^|^1461200001309003249109397810607777^|^B^|^rg^|^MMO^|^19971208^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189929^|^0^|^0^|^1^|^1^|^1^|^IND^|^1130542088^|^13014257^|^9124299^|^20161006^|^T12^|^T1235^|^T1236^|^T1237^|^30542058^|^885^|^1215414^|^885^|^885^|^935^|^20180420^|^20201230^|^1461200001309003249109397810607778^|^B^|^rg^|^MMC^|^20091130^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189930^|^1^|^1^|^0^|^1^|^0^|^ORG^|^1130542089^|^13014258^|^9124300^|^20160724^|^T12^|^T1235^|^T1236^|^T1237^|^30542059^|^886^|^1215415^|^886^|^886^|^936^|^20180311^|^20201230^|^1461200001309003249109397810607779^|^I^|^rg^|^MMC^|^19921206^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189931^|^1^|^1^|^1^|^0^|^0^|^ORG^|^1130542090^|^13014259^|^9124301^|^20170321^|^T12^|^T1235^|^T1236^|^T1237^|^30542060^|^887^|^1215416^|^887^|^887^|^937^|^20180404^|^20201230^|^1461200001309003249109397810607780^|^B^|^rg^|^MMO^|^19980107^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189932^|^0^|^1^|^1^|^0^|^0^|^IND^|^1130542091^|^13014260^|^9124302^|^20170610^|^T12^|^T1235^|^T1236^|^T1237^|^30542061^|^888^|^1215417^|^888^|^888^|^938^|^20180821^|^20201230^|^1461200001309003249109397810607781^|^RG^|^rg^|^MMO^|^19880820^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189933^|^1^|^1^|^1^|^0^|^0^|^IND^|^1130542092^|^13014261^|^9124303^|^20170423^|^T12^|^T1235^|^T1236^|^T1237^|^30542062^|^889^|^1215418^|^889^|^889^|^939^|^20180904^|^20201230^|^1461200001309003249109397810607782^|^B^|^rg^|^MMC^|^20110119^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189934^|^1^|^1^|^0^|^1^|^1^|^ORG^|^1130542093^|^13014262^|^9124304^|^20160331^|^T12^|^T1235^|^T1236^|^T1237^|^30542063^|^890^|^1215419^|^890^|^890^|^940^|^20180219^|^20201230^|^1461200001309003249109397810607783^|^I^|^rg^|^MMO^|^19930901^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189935^|^1^|^1^|^0^|^1^|^1^|^IND^|^1130542094^|^13014263^|^9124305^|^20170708^|^T12^|^T1235^|^T1236^|^T1237^|^30542064^|^891^|^1215420^|^891^|^891^|^941^|^20180608^|^20201230^|^1461200001309003249109397810607784^|^I^|^rg^|^MMC^|^20030808^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189936^|^1^|^0^|^1^|^0^|^1^|^ORG^|^1130542095^|^13014264^|^9124306^|^20160606^|^T12^|^T1235^|^T1236^|^T1237^|^30542065^|^892^|^1215421^|^892^|^892^|^942^|^20180723^|^20201230^|^1461200001309003249109397810607785^|^RG^|^rg^|^MMO^|^20101114^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189937^|^1^|^1^|^0^|^0^|^1^|^ORG^|^1130542096^|^13014265^|^9124307^|^20170721^|^T12^|^T1235^|^T1236^|^T1237^|^30542066^|^893^|^1215422^|^893^|^893^|^943^|^20181004^|^20201230^|^1461200001309003249109397810607786^|^I^|^rg^|^MMO^|^20030822^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189938^|^1^|^0^|^1^|^1^|^1^|^ORG^|^1130542097^|^13014266^|^9124308^|^20160830^|^T12^|^T1235^|^T1236^|^T1237^|^30542067^|^894^|^1215423^|^894^|^894^|^944^|^20180930^|^20201230^|^1461200001309003249109397810607787^|^B^|^rg^|^MMO^|^19971004^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189939^|^0^|^0^|^1^|^1^|^1^|^ORG^|^1130542098^|^13014267^|^9124309^|^20170221^|^T12^|^T1235^|^T1236^|^T1237^|^30542068^|^895^|^1215424^|^895^|^895^|^945^|^20180215^|^20201230^|^1461200001309003249109397810607788^|^B^|^rg^|^MMO^|^20030503^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189940^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130542099^|^13014268^|^9124310^|^20161130^|^T12^|^T1235^|^T1236^|^T1237^|^30542069^|^896^|^1215425^|^896^|^896^|^946^|^20180321^|^20201230^|^1461200001309003249109397810607789^|^RG^|^rg^|^MMC^|^19860909^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189941^|^1^|^0^|^0^|^0^|^1^|^ORG^|^1130542100^|^13014269^|^9124311^|^20160924^|^T12^|^T1235^|^T1236^|^T1237^|^30542070^|^897^|^1215426^|^897^|^897^|^947^|^20180908^|^20201230^|^1461200001309003249109397810607790^|^RG^|^rg^|^MMC^|^20051009^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189942^|^0^|^1^|^0^|^1^|^0^|^ORG^|^1130542101^|^13014270^|^9124312^|^20170423^|^T12^|^T1235^|^T1236^|^T1237^|^30542071^|^898^|^1215427^|^898^|^898^|^948^|^20180630^|^20201230^|^1461200001309003249109397810607791^|^RG^|^rg^|^MMO^|^20010923^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189943^|^0^|^0^|^1^|^0^|^0^|^ORG^|^1130542102^|^13014271^|^9124313^|^20160828^|^T12^|^T1235^|^T1236^|^T1237^|^30542072^|^899^|^1215428^|^899^|^899^|^949^|^20181208^|^20201230^|^1461200001309003249109397810607792^|^I^|^rg^|^MMO^|^19940701^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189944^|^0^|^1^|^0^|^1^|^1^|^ORG^|^1130542103^|^13014272^|^9124314^|^20160713^|^T12^|^T1235^|^T1236^|^T1237^|^30542073^|^900^|^1215429^|^900^|^900^|^950^|^20180626^|^20201230^|^1461200001309003249109397810607793^|^B^|^rg^|^MMO^|^19950728^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189945^|^0^|^0^|^0^|^1^|^1^|^IND^|^1130542104^|^13014273^|^9124315^|^20161027^|^T12^|^T1235^|^T1236^|^T1237^|^30542074^|^901^|^1215430^|^901^|^901^|^951^|^20181224^|^20201230^|^1461200001309003249109397810607794^|^I^|^rg^|^MMC^|^19930811^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189946^|^0^|^1^|^1^|^1^|^0^|^IND^|^1130542105^|^13014274^|^9124316^|^20160413^|^T12^|^T1235^|^T1236^|^T1237^|^30542075^|^902^|^1215431^|^902^|^902^|^952^|^20180317^|^20201230^|^1461200001309003249109397810607795^|^RG^|^rg^|^MMC^|^19881022^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189947^|^0^|^0^|^0^|^1^|^0^|^IND^|^1130542106^|^13014275^|^9124317^|^20161110^|^T12^|^T1235^|^T1236^|^T1237^|^30542076^|^903^|^1215432^|^903^|^903^|^953^|^20180514^|^20201230^|^1461200001309003249109397810607796^|^B^|^rg^|^MMC^|^19950423^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189948^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130542107^|^13014276^|^9124318^|^20160727^|^T12^|^T1235^|^T1236^|^T1237^|^30542077^|^904^|^1215433^|^904^|^904^|^954^|^20180912^|^20201230^|^1461200001309003249109397810607797^|^RG^|^rg^|^MMC^|^20060503^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189949^|^0^|^0^|^0^|^0^|^1^|^ORG^|^1130542108^|^13014277^|^9124319^|^20160524^|^T12^|^T1235^|^T1236^|^T1237^|^30542078^|^905^|^1215434^|^905^|^905^|^955^|^20180823^|^20201230^|^1461200001309003249109397810607798^|^I^|^rg^|^MMC^|^20111105^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189950^|^0^|^1^|^1^|^0^|^0^|^IND^|^1130542109^|^13014278^|^9124320^|^20160507^|^T12^|^T1235^|^T1236^|^T1237^|^30542079^|^906^|^1215435^|^906^|^906^|^956^|^20180111^|^20201230^|^1461200001309003249109397810607799^|^B^|^rg^|^MMO^|^20080616^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189951^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130542110^|^13014279^|^9124321^|^20160529^|^T12^|^T1235^|^T1236^|^T1237^|^30542080^|^907^|^1215436^|^907^|^907^|^957^|^20180711^|^20201230^|^1461200001309003249109397810607800^|^B^|^rg^|^MMO^|^20100830^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189952^|^0^|^1^|^1^|^1^|^0^|^ORG^|^1130542111^|^13014280^|^9124322^|^20161015^|^T12^|^T1235^|^T1236^|^T1237^|^30542081^|^908^|^1215437^|^908^|^908^|^958^|^20181013^|^20201230^|^1461200001309003249109397810607801^|^I^|^rg^|^MMO^|^19950714^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189953^|^0^|^1^|^1^|^1^|^1^|^ORG^|^1130542112^|^13014281^|^9124323^|^20170108^|^T12^|^T1235^|^T1236^|^T1237^|^30542082^|^909^|^1215438^|^909^|^909^|^959^|^20180903^|^20201230^|^1461200001309003249109397810607802^|^I^|^rg^|^MMC^|^20060127^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189954^|^1^|^0^|^1^|^0^|^1^|^ORG^|^1130542113^|^13014282^|^9124324^|^20161110^|^T12^|^T1235^|^T1236^|^T1237^|^30542083^|^910^|^1215439^|^910^|^910^|^960^|^20181126^|^20201230^|^1461200001309003249109397810607803^|^B^|^rg^|^MMO^|^19860203^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189955^|^1^|^0^|^0^|^1^|^0^|^ORG^|^1130542114^|^13014283^|^9124325^|^20170208^|^T12^|^T1235^|^T1236^|^T1237^|^30542084^|^911^|^1215440^|^911^|^911^|^961^|^20180324^|^20201230^|^1461200001309003249109397810607804^|^B^|^rg^|^MMC^|^20100707^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189956^|^1^|^1^|^1^|^0^|^1^|^IND^|^1130542115^|^13014284^|^9124326^|^20170627^|^T12^|^T1235^|^T1236^|^T1237^|^30542085^|^912^|^1215441^|^912^|^912^|^962^|^20180728^|^20201230^|^1461200001309003249109397810607805^|^B^|^rg^|^MMO^|^20101214^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189957^|^0^|^0^|^0^|^0^|^0^|^ORG^|^1130542116^|^13014285^|^9124327^|^20161225^|^T12^|^T1235^|^T1236^|^T1237^|^30542086^|^913^|^1215442^|^913^|^913^|^963^|^20180812^|^20201230^|^1461200001309003249109397810607806^|^I^|^rg^|^MMO^|^19871221^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189958^|^0^|^0^|^1^|^1^|^0^|^ORG^|^1130542117^|^13014286^|^9124328^|^20160709^|^T12^|^T1235^|^T1236^|^T1237^|^30542087^|^914^|^1215443^|^914^|^914^|^964^|^20180313^|^20201230^|^1461200001309003249109397810607807^|^RG^|^rg^|^MMC^|^20010502^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189959^|^0^|^1^|^1^|^0^|^1^|^ORG^|^1130542118^|^13014287^|^9124329^|^20170128^|^T12^|^T1235^|^T1236^|^T1237^|^30542088^|^915^|^1215444^|^915^|^915^|^965^|^20180812^|^20201230^|^1461200001309003249109397810607808^|^RG^|^rg^|^MMC^|^19821002^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189960^|^1^|^1^|^0^|^0^|^0^|^ORG^|^1130542119^|^13014288^|^9124330^|^20161102^|^T12^|^T1235^|^T1236^|^T1237^|^30542089^|^916^|^1215445^|^916^|^916^|^966^|^20180215^|^20201230^|^1461200001309003249109397810607809^|^RG^|^rg^|^MMO^|^19830510^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189961^|^1^|^1^|^0^|^1^|^1^|^IND^|^1130542120^|^13014289^|^9124331^|^20170723^|^T12^|^T1235^|^T1236^|^T1237^|^30542090^|^917^|^1215446^|^917^|^917^|^967^|^20181001^|^20201230^|^1461200001309003249109397810607810^|^B^|^rg^|^MMO^|^19941010^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189962^|^1^|^0^|^0^|^1^|^0^|^IND^|^1130542121^|^13014290^|^9124332^|^20170724^|^T12^|^T1235^|^T1236^|^T1237^|^30542091^|^918^|^1215447^|^918^|^918^|^968^|^20180625^|^20201230^|^1461200001309003249109397810607811^|^I^|^rg^|^MMC^|^19851124^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189963^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130542122^|^13014291^|^9124333^|^20160804^|^T12^|^T1235^|^T1236^|^T1237^|^30542092^|^919^|^1215448^|^919^|^919^|^969^|^20181103^|^20201230^|^1461200001309003249109397810607812^|^I^|^rg^|^MMO^|^19920725^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189964^|^1^|^1^|^1^|^1^|^1^|^ORG^|^1130542123^|^13014292^|^9124334^|^20160530^|^T12^|^T1235^|^T1236^|^T1237^|^30542093^|^920^|^1215449^|^920^|^920^|^970^|^20180526^|^20201230^|^1461200001309003249109397810607813^|^B^|^rg^|^MMC^|^20060506^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189965^|^0^|^1^|^1^|^1^|^0^|^IND^|^1130542124^|^13014293^|^9124335^|^20170331^|^T12^|^T1235^|^T1236^|^T1237^|^30542094^|^921^|^1215450^|^921^|^921^|^971^|^20181023^|^20201230^|^1461200001309003249109397810607814^|^RG^|^rg^|^MMO^|^20000708^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189966^|^1^|^1^|^0^|^1^|^1^|^ORG^|^1130542125^|^13014294^|^9124336^|^20160403^|^T12^|^T1235^|^T1236^|^T1237^|^30542095^|^922^|^1215451^|^922^|^922^|^972^|^20180906^|^20201230^|^1461200001309003249109397810607815^|^I^|^rg^|^MMC^|^20041031^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189967^|^1^|^1^|^0^|^1^|^1^|^ORG^|^1130542126^|^13014295^|^9124337^|^20161101^|^T12^|^T1235^|^T1236^|^T1237^|^30542096^|^923^|^1215452^|^923^|^923^|^973^|^20180119^|^20201230^|^1461200001309003249109397810607816^|^I^|^rg^|^MMC^|^20020325^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189968^|^1^|^0^|^0^|^0^|^0^|^IND^|^1130542127^|^13014296^|^9124338^|^20160414^|^T12^|^T1235^|^T1236^|^T1237^|^30542097^|^924^|^1215453^|^924^|^924^|^974^|^20180823^|^20201230^|^1461200001309003249109397810607817^|^B^|^rg^|^MMC^|^19961028^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189969^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130542128^|^13014297^|^9124339^|^20160424^|^T12^|^T1235^|^T1236^|^T1237^|^30542098^|^925^|^1215454^|^925^|^925^|^975^|^20181230^|^20201230^|^1461200001309003249109397810607818^|^RG^|^rg^|^MMO^|^19830205^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189970^|^1^|^0^|^0^|^0^|^0^|^ORG^|^1130542129^|^13014298^|^9124340^|^20160702^|^T12^|^T1235^|^T1236^|^T1237^|^30542099^|^926^|^1215455^|^926^|^926^|^976^|^20180530^|^20201230^|^1461200001309003249109397810607819^|^B^|^rg^|^MMC^|^19870131^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189971^|^1^|^1^|^1^|^1^|^1^|^ORG^|^1130542130^|^13014299^|^9124341^|^20161223^|^T12^|^T1235^|^T1236^|^T1237^|^30542100^|^927^|^1215456^|^927^|^927^|^977^|^20180406^|^20201230^|^1461200001309003249109397810607820^|^I^|^rg^|^MMC^|^20020413^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189972^|^0^|^0^|^0^|^0^|^1^|^IND^|^1130542131^|^13014300^|^9124342^|^20160825^|^T12^|^T1235^|^T1236^|^T1237^|^30542101^|^928^|^1215457^|^928^|^928^|^978^|^20180805^|^20201230^|^1461200001309003249109397810607821^|^I^|^rg^|^MMC^|^19990411^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189973^|^1^|^1^|^0^|^1^|^1^|^ORG^|^1130542132^|^13014301^|^9124343^|^20161005^|^T12^|^T1235^|^T1236^|^T1237^|^30542102^|^929^|^1215458^|^929^|^929^|^979^|^20181113^|^20201230^|^1461200001309003249109397810607822^|^I^|^rg^|^MMO^|^19941123^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189974^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130542133^|^13014302^|^9124344^|^20160524^|^T12^|^T1235^|^T1236^|^T1237^|^30542103^|^930^|^1215459^|^930^|^930^|^980^|^20181017^|^20201230^|^1461200001309003249109397810607823^|^RG^|^rg^|^MMO^|^19900213^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189975^|^0^|^1^|^0^|^1^|^1^|^ORG^|^1130542134^|^13014303^|^9124345^|^20170128^|^T12^|^T1235^|^T1236^|^T1237^|^30542104^|^931^|^1215460^|^931^|^931^|^981^|^20180219^|^20201230^|^1461200001309003249109397810607824^|^B^|^rg^|^MMC^|^20050925^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189976^|^1^|^0^|^1^|^1^|^1^|^IND^|^1130542135^|^13014304^|^9124346^|^20160919^|^T12^|^T1235^|^T1236^|^T1237^|^30542105^|^932^|^1215461^|^932^|^932^|^982^|^20180802^|^20201230^|^1461200001309003249109397810607825^|^B^|^rg^|^MMO^|^19961214^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189977^|^0^|^1^|^1^|^0^|^0^|^ORG^|^1130542136^|^13014305^|^9124347^|^20160910^|^T12^|^T1235^|^T1236^|^T1237^|^30542106^|^933^|^1215462^|^933^|^933^|^983^|^20180718^|^20201230^|^1461200001309003249109397810607826^|^I^|^rg^|^MMC^|^19880718^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189978^|^1^|^1^|^1^|^0^|^1^|^ORG^|^1130542137^|^13014306^|^9124348^|^20161216^|^T12^|^T1235^|^T1236^|^T1237^|^30542107^|^934^|^1215463^|^934^|^934^|^984^|^20180806^|^20201230^|^1461200001309003249109397810607827^|^RG^|^rg^|^MMO^|^19881010^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189979^|^0^|^1^|^1^|^0^|^1^|^ORG^|^1130542138^|^13014307^|^9124349^|^20170607^|^T12^|^T1235^|^T1236^|^T1237^|^30542108^|^935^|^1215464^|^935^|^935^|^985^|^20181111^|^20201230^|^1461200001309003249109397810607828^|^B^|^rg^|^MMC^|^19860313^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189980^|^0^|^1^|^1^|^1^|^0^|^ORG^|^1130542139^|^13014308^|^9124350^|^20170706^|^T12^|^T1235^|^T1236^|^T1237^|^30542109^|^936^|^1215465^|^936^|^936^|^986^|^20180623^|^20201230^|^1461200001309003249109397810607829^|^I^|^rg^|^MMC^|^20080925^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189981^|^1^|^1^|^0^|^0^|^0^|^IND^|^1130542140^|^13014309^|^9124351^|^20160720^|^T12^|^T1235^|^T1236^|^T1237^|^30542110^|^937^|^1215466^|^937^|^937^|^987^|^20180607^|^20201230^|^1461200001309003249109397810607830^|^I^|^rg^|^MMC^|^19960424^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189982^|^1^|^1^|^1^|^1^|^0^|^IND^|^1130542141^|^13014310^|^9124352^|^20170508^|^T12^|^T1235^|^T1236^|^T1237^|^30542111^|^938^|^1215467^|^938^|^938^|^988^|^20180220^|^20201230^|^1461200001309003249109397810607831^|^B^|^rg^|^MMO^|^19930407^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189983^|^1^|^0^|^1^|^1^|^0^|^IND^|^1130542142^|^13014311^|^9124353^|^20160712^|^T12^|^T1235^|^T1236^|^T1237^|^30542112^|^939^|^1215468^|^939^|^939^|^989^|^20180611^|^20201230^|^1461200001309003249109397810607832^|^B^|^rg^|^MMC^|^20070924^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189984^|^1^|^0^|^1^|^1^|^1^|^ORG^|^1130542143^|^13014312^|^9124354^|^20160906^|^T12^|^T1235^|^T1236^|^T1237^|^30542113^|^940^|^1215469^|^940^|^940^|^990^|^20181210^|^20201230^|^1461200001309003249109397810607833^|^RG^|^rg^|^MMC^|^19951017^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189985^|^0^|^1^|^1^|^1^|^0^|^IND^|^1130542144^|^13014313^|^9124355^|^20160609^|^T12^|^T1235^|^T1236^|^T1237^|^30542114^|^941^|^1215470^|^941^|^941^|^991^|^20180313^|^20201230^|^1461200001309003249109397810607834^|^RG^|^rg^|^MMO^|^19920811^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189986^|^1^|^1^|^0^|^0^|^1^|^ORG^|^1130542145^|^13014314^|^9124356^|^20161118^|^T12^|^T1235^|^T1236^|^T1237^|^30542115^|^942^|^1215471^|^942^|^942^|^992^|^20180601^|^20201230^|^1461200001309003249109397810607835^|^RG^|^rg^|^MMO^|^19810510^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189987^|^1^|^0^|^0^|^1^|^1^|^ORG^|^1130542146^|^13014315^|^9124357^|^20160526^|^T12^|^T1235^|^T1236^|^T1237^|^30542116^|^943^|^1215472^|^943^|^943^|^993^|^20180612^|^20201230^|^1461200001309003249109397810607836^|^I^|^rg^|^MMC^|^19941209^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189988^|^0^|^0^|^0^|^0^|^0^|^IND^|^1130542147^|^13014316^|^9124358^|^20160804^|^T12^|^T1235^|^T1236^|^T1237^|^30542117^|^944^|^1215473^|^944^|^944^|^994^|^20180819^|^20201230^|^1461200001309003249109397810607837^|^RG^|^rg^|^MMO^|^20030307^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
