customer_id^|^is_mobile_customer^|^is_cable_customer^|^is_dsl_customer^|^is_prospect^|^is_building^|^cust_sub_type_cd^|^mobile_ban^|^dsl_customer_number^|^cab_accnt_nr^|^cust_status_dt^|^cust_status_cd^|^cust_stat_rsn_cd^|^cust_lob^|^cab_pers_id_cab_me^|^cable_customer_number^|^cab_building_id^|^convergent_person_id^|^household_id^|^building_id^|^legacy_customer_id^|^cust_valid_from_dt^|^cust_valid_until_dt^|^legacy_kgs44_id^|^account_type^|^account_sub_type^|^market_code^|^birthday^|^first_offer^|^email_address^|^mobile_number^|^fullname^|^prefix_txt^|^cust_segment_cd^|^is_churned_cust
46189306^|^1^|^0^|^0^|^1^|^0^|^ORG^|^1130541465^|^13013634^|^9123676^|^20160816^|^T12^|^T1235^|^T1236^|^T1237^|^30541435^|^262^|^1214791^|^262^|^262^|^312^|^20180324^|^20201230^|^1461200001309003249109397810607155^|^B^|^rg^|^MMO^|^20060405^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189307^|^1^|^0^|^1^|^0^|^1^|^ORG^|^1130541466^|^13013635^|^9123677^|^20170418^|^T12^|^T1235^|^T1236^|^T1237^|^30541436^|^263^|^1214792^|^263^|^263^|^313^|^20181109^|^20201230^|^1461200001309003249109397810607156^|^B^|^rg^|^MMC^|^20100307^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189308^|^0^|^1^|^1^|^1^|^1^|^ORG^|^1130541467^|^13013636^|^9123678^|^20170221^|^T12^|^T1235^|^T1236^|^T1237^|^30541437^|^264^|^1214793^|^264^|^264^|^314^|^20181118^|^20201230^|^1461200001309003249109397810607157^|^I^|^rg^|^MMC^|^19910306^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189309^|^0^|^0^|^1^|^1^|^1^|^IND^|^1130541468^|^13013637^|^9123679^|^20170401^|^T12^|^T1235^|^T1236^|^T1237^|^30541438^|^265^|^1214794^|^265^|^265^|^315^|^20180417^|^20201230^|^1461200001309003249109397810607158^|^RG^|^rg^|^MMO^|^20060108^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189310^|^1^|^0^|^1^|^0^|^0^|^IND^|^1130541469^|^13013638^|^9123680^|^20170516^|^T12^|^T1235^|^T1236^|^T1237^|^30541439^|^266^|^1214795^|^266^|^266^|^316^|^20181102^|^20201230^|^1461200001309003249109397810607159^|^RG^|^rg^|^MMO^|^19880725^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189311^|^1^|^1^|^1^|^0^|^0^|^IND^|^1130541470^|^13013639^|^9123681^|^20161210^|^T12^|^T1235^|^T1236^|^T1237^|^30541440^|^267^|^1214796^|^267^|^267^|^317^|^20180519^|^20201230^|^1461200001309003249109397810607160^|^RG^|^rg^|^MMC^|^20030523^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189312^|^0^|^0^|^1^|^0^|^0^|^ORG^|^1130541471^|^13013640^|^9123682^|^20170224^|^T12^|^T1235^|^T1236^|^T1237^|^30541441^|^268^|^1214797^|^268^|^268^|^318^|^20180126^|^20201230^|^1461200001309003249109397810607161^|^I^|^rg^|^MMC^|^19831222^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189313^|^1^|^1^|^0^|^0^|^1^|^ORG^|^1130541472^|^13013641^|^9123683^|^20160712^|^T12^|^T1235^|^T1236^|^T1237^|^30541442^|^269^|^1214798^|^269^|^269^|^319^|^20180704^|^20201230^|^1461200001309003249109397810607162^|^RG^|^rg^|^MMO^|^19860507^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189314^|^0^|^0^|^0^|^1^|^0^|^IND^|^1130541473^|^13013642^|^9123684^|^20170402^|^T12^|^T1235^|^T1236^|^T1237^|^30541443^|^270^|^1214799^|^270^|^270^|^320^|^20180506^|^20201230^|^1461200001309003249109397810607163^|^B^|^rg^|^MMC^|^19831208^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189315^|^1^|^1^|^1^|^0^|^0^|^ORG^|^1130541474^|^13013643^|^9123685^|^20170718^|^T12^|^T1235^|^T1236^|^T1237^|^30541444^|^271^|^1214800^|^271^|^271^|^321^|^20180728^|^20201230^|^1461200001309003249109397810607164^|^RG^|^rg^|^MMC^|^20100124^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189316^|^0^|^1^|^1^|^0^|^1^|^IND^|^1130541475^|^13013644^|^9123686^|^20160727^|^T12^|^T1235^|^T1236^|^T1237^|^30541445^|^272^|^1214801^|^272^|^272^|^322^|^20181126^|^20201230^|^1461200001309003249109397810607165^|^I^|^rg^|^MMC^|^20101026^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189317^|^1^|^1^|^0^|^1^|^0^|^IND^|^1130541476^|^13013645^|^9123687^|^20160928^|^T12^|^T1235^|^T1236^|^T1237^|^30541446^|^273^|^1214802^|^273^|^273^|^323^|^20180704^|^20201230^|^1461200001309003249109397810607166^|^RG^|^rg^|^MMO^|^19941210^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189318^|^1^|^1^|^0^|^0^|^0^|^IND^|^1130541477^|^13013646^|^9123688^|^20160919^|^T12^|^T1235^|^T1236^|^T1237^|^30541447^|^274^|^1214803^|^274^|^274^|^324^|^20180622^|^20201230^|^1461200001309003249109397810607167^|^I^|^rg^|^MMC^|^19810415^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189319^|^1^|^1^|^1^|^1^|^0^|^IND^|^1130541478^|^13013647^|^9123689^|^20170617^|^T12^|^T1235^|^T1236^|^T1237^|^30541448^|^275^|^1214804^|^275^|^275^|^325^|^20180606^|^20201230^|^1461200001309003249109397810607168^|^B^|^rg^|^MMC^|^20000908^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189320^|^1^|^0^|^1^|^0^|^1^|^ORG^|^1130541479^|^13013648^|^9123690^|^20170519^|^T12^|^T1235^|^T1236^|^T1237^|^30541449^|^276^|^1214805^|^276^|^276^|^326^|^20180121^|^20201230^|^1461200001309003249109397810607169^|^RG^|^rg^|^MMC^|^19950317^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189321^|^0^|^0^|^1^|^0^|^0^|^ORG^|^1130541480^|^13013649^|^9123691^|^20170131^|^T12^|^T1235^|^T1236^|^T1237^|^30541450^|^277^|^1214806^|^277^|^277^|^327^|^20180804^|^20201230^|^1461200001309003249109397810607170^|^I^|^rg^|^MMC^|^19820311^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189322^|^0^|^1^|^0^|^0^|^0^|^IND^|^1130541481^|^13013650^|^9123692^|^20170411^|^T12^|^T1235^|^T1236^|^T1237^|^30541451^|^278^|^1214807^|^278^|^278^|^328^|^20180514^|^20201230^|^1461200001309003249109397810607171^|^RG^|^rg^|^MMC^|^19920901^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189323^|^0^|^1^|^0^|^1^|^0^|^IND^|^1130541482^|^13013651^|^9123693^|^20170109^|^T12^|^T1235^|^T1236^|^T1237^|^30541452^|^279^|^1214808^|^279^|^279^|^329^|^20180924^|^20201230^|^1461200001309003249109397810607172^|^I^|^rg^|^MMC^|^19851222^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189324^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130541483^|^13013652^|^9123694^|^20170127^|^T12^|^T1235^|^T1236^|^T1237^|^30541453^|^280^|^1214809^|^280^|^280^|^330^|^20181016^|^20201230^|^1461200001309003249109397810607173^|^I^|^rg^|^MMO^|^20090710^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189325^|^0^|^0^|^0^|^1^|^0^|^IND^|^1130541484^|^13013653^|^9123695^|^20160930^|^T12^|^T1235^|^T1236^|^T1237^|^30541454^|^281^|^1214810^|^281^|^281^|^331^|^20180520^|^20201230^|^1461200001309003249109397810607174^|^RG^|^rg^|^MMC^|^19900912^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189326^|^1^|^0^|^1^|^0^|^1^|^IND^|^1130541485^|^13013654^|^9123696^|^20160616^|^T12^|^T1235^|^T1236^|^T1237^|^30541455^|^282^|^1214811^|^282^|^282^|^332^|^20181011^|^20201230^|^1461200001309003249109397810607175^|^B^|^rg^|^MMC^|^20081215^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189327^|^0^|^0^|^1^|^1^|^1^|^IND^|^1130541486^|^13013655^|^9123697^|^20160406^|^T12^|^T1235^|^T1236^|^T1237^|^30541456^|^283^|^1214812^|^283^|^283^|^333^|^20180201^|^20201230^|^1461200001309003249109397810607176^|^B^|^rg^|^MMO^|^19940122^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189328^|^1^|^0^|^0^|^1^|^1^|^IND^|^1130541487^|^13013656^|^9123698^|^20160624^|^T12^|^T1235^|^T1236^|^T1237^|^30541457^|^284^|^1214813^|^284^|^284^|^334^|^20180309^|^20201230^|^1461200001309003249109397810607177^|^RG^|^rg^|^MMO^|^20090617^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189329^|^0^|^0^|^0^|^0^|^1^|^IND^|^1130541488^|^13013657^|^9123699^|^20161016^|^T12^|^T1235^|^T1236^|^T1237^|^30541458^|^285^|^1214814^|^285^|^285^|^335^|^20181202^|^20201230^|^1461200001309003249109397810607178^|^RG^|^rg^|^MMO^|^19890526^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189330^|^0^|^0^|^1^|^1^|^1^|^IND^|^1130541489^|^13013658^|^9123700^|^20170604^|^T12^|^T1235^|^T1236^|^T1237^|^30541459^|^286^|^1214815^|^286^|^286^|^336^|^20180830^|^20201230^|^1461200001309003249109397810607179^|^RG^|^rg^|^MMC^|^19950313^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189331^|^1^|^1^|^0^|^0^|^1^|^IND^|^1130541490^|^13013659^|^9123701^|^20161126^|^T12^|^T1235^|^T1236^|^T1237^|^30541460^|^287^|^1214816^|^287^|^287^|^337^|^20181125^|^20201230^|^1461200001309003249109397810607180^|^B^|^rg^|^MMC^|^19971031^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189332^|^0^|^0^|^0^|^0^|^0^|^IND^|^1130541491^|^13013660^|^9123702^|^20160907^|^T12^|^T1235^|^T1236^|^T1237^|^30541461^|^288^|^1214817^|^288^|^288^|^338^|^20180126^|^20201230^|^1461200001309003249109397810607181^|^I^|^rg^|^MMO^|^19961211^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189333^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130541492^|^13013661^|^9123703^|^20160715^|^T12^|^T1235^|^T1236^|^T1237^|^30541462^|^289^|^1214818^|^289^|^289^|^339^|^20181130^|^20201230^|^1461200001309003249109397810607182^|^RG^|^rg^|^MMC^|^20030825^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189334^|^1^|^0^|^0^|^1^|^1^|^ORG^|^1130541493^|^13013662^|^9123704^|^20161231^|^T12^|^T1235^|^T1236^|^T1237^|^30541463^|^290^|^1214819^|^290^|^290^|^340^|^20180818^|^20201230^|^1461200001309003249109397810607183^|^RG^|^rg^|^MMC^|^20051025^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189335^|^0^|^0^|^1^|^0^|^1^|^ORG^|^1130541494^|^13013663^|^9123705^|^20161208^|^T12^|^T1235^|^T1236^|^T1237^|^30541464^|^291^|^1214820^|^291^|^291^|^341^|^20181229^|^20201230^|^1461200001309003249109397810607184^|^RG^|^rg^|^MMC^|^20051003^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189336^|^1^|^0^|^0^|^0^|^1^|^IND^|^1130541495^|^13013664^|^9123706^|^20170222^|^T12^|^T1235^|^T1236^|^T1237^|^30541465^|^292^|^1214821^|^292^|^292^|^342^|^20181017^|^20201230^|^1461200001309003249109397810607185^|^B^|^rg^|^MMC^|^19880819^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189337^|^0^|^0^|^1^|^1^|^1^|^ORG^|^1130541496^|^13013665^|^9123707^|^20160621^|^T12^|^T1235^|^T1236^|^T1237^|^30541466^|^293^|^1214822^|^293^|^293^|^343^|^20180518^|^20201230^|^1461200001309003249109397810607186^|^B^|^rg^|^MMO^|^19951121^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189338^|^0^|^0^|^1^|^0^|^0^|^ORG^|^1130541497^|^13013666^|^9123708^|^20160604^|^T12^|^T1235^|^T1236^|^T1237^|^30541467^|^294^|^1214823^|^294^|^294^|^344^|^20181028^|^20201230^|^1461200001309003249109397810607187^|^I^|^rg^|^MMO^|^19870716^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189339^|^1^|^1^|^0^|^1^|^1^|^ORG^|^1130541498^|^13013667^|^9123709^|^20161210^|^T12^|^T1235^|^T1236^|^T1237^|^30541468^|^295^|^1214824^|^295^|^295^|^345^|^20180805^|^20201230^|^1461200001309003249109397810607188^|^RG^|^rg^|^MMC^|^19941122^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189340^|^1^|^1^|^1^|^1^|^0^|^ORG^|^1130541499^|^13013668^|^9123710^|^20160810^|^T12^|^T1235^|^T1236^|^T1237^|^30541469^|^296^|^1214825^|^296^|^296^|^346^|^20180803^|^20201230^|^1461200001309003249109397810607189^|^B^|^rg^|^MMC^|^19960113^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189341^|^1^|^1^|^0^|^0^|^0^|^IND^|^1130541500^|^13013669^|^9123711^|^20160721^|^T12^|^T1235^|^T1236^|^T1237^|^30541470^|^297^|^1214826^|^297^|^297^|^347^|^20181015^|^20201230^|^1461200001309003249109397810607190^|^I^|^rg^|^MMO^|^19940412^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189342^|^0^|^1^|^1^|^1^|^1^|^ORG^|^1130541501^|^13013670^|^9123712^|^20160623^|^T12^|^T1235^|^T1236^|^T1237^|^30541471^|^298^|^1214827^|^298^|^298^|^348^|^20181012^|^20201230^|^1461200001309003249109397810607191^|^RG^|^rg^|^MMO^|^19821218^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189343^|^1^|^0^|^1^|^0^|^1^|^IND^|^1130541502^|^13013671^|^9123713^|^20170504^|^T12^|^T1235^|^T1236^|^T1237^|^30541472^|^299^|^1214828^|^299^|^299^|^349^|^20180401^|^20201230^|^1461200001309003249109397810607192^|^I^|^rg^|^MMO^|^19990721^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189344^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130541503^|^13013672^|^9123714^|^20160612^|^T12^|^T1235^|^T1236^|^T1237^|^30541473^|^300^|^1214829^|^300^|^300^|^350^|^20180819^|^20201230^|^1461200001309003249109397810607193^|^RG^|^rg^|^MMO^|^19940513^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189345^|^0^|^0^|^0^|^1^|^1^|^IND^|^1130541504^|^13013673^|^9123715^|^20170516^|^T12^|^T1235^|^T1236^|^T1237^|^30541474^|^301^|^1214830^|^301^|^301^|^351^|^20180730^|^20201230^|^1461200001309003249109397810607194^|^RG^|^rg^|^MMO^|^20110505^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189346^|^1^|^1^|^0^|^1^|^1^|^ORG^|^1130541505^|^13013674^|^9123716^|^20170321^|^T12^|^T1235^|^T1236^|^T1237^|^30541475^|^302^|^1214831^|^302^|^302^|^352^|^20180110^|^20201230^|^1461200001309003249109397810607195^|^I^|^rg^|^MMO^|^20020902^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189347^|^1^|^0^|^0^|^0^|^0^|^IND^|^1130541506^|^13013675^|^9123717^|^20170303^|^T12^|^T1235^|^T1236^|^T1237^|^30541476^|^303^|^1214832^|^303^|^303^|^353^|^20181212^|^20201230^|^1461200001309003249109397810607196^|^B^|^rg^|^MMO^|^20001127^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189348^|^1^|^0^|^1^|^1^|^1^|^ORG^|^1130541507^|^13013676^|^9123718^|^20161210^|^T12^|^T1235^|^T1236^|^T1237^|^30541477^|^304^|^1214833^|^304^|^304^|^354^|^20180628^|^20201230^|^1461200001309003249109397810607197^|^I^|^rg^|^MMC^|^20110427^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189349^|^1^|^0^|^1^|^0^|^0^|^ORG^|^1130541508^|^13013677^|^9123719^|^20170110^|^T12^|^T1235^|^T1236^|^T1237^|^30541478^|^305^|^1214834^|^305^|^305^|^355^|^20181019^|^20201230^|^1461200001309003249109397810607198^|^RG^|^rg^|^MMO^|^19961114^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189350^|^0^|^0^|^0^|^0^|^1^|^IND^|^1130541509^|^13013678^|^9123720^|^20161210^|^T12^|^T1235^|^T1236^|^T1237^|^30541479^|^306^|^1214835^|^306^|^306^|^356^|^20180530^|^20201230^|^1461200001309003249109397810607199^|^RG^|^rg^|^MMO^|^20010124^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189351^|^1^|^1^|^0^|^1^|^1^|^IND^|^1130541510^|^13013679^|^9123721^|^20160706^|^T12^|^T1235^|^T1236^|^T1237^|^30541480^|^307^|^1214836^|^307^|^307^|^357^|^20180923^|^20201230^|^1461200001309003249109397810607200^|^I^|^rg^|^MMO^|^19880809^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189352^|^1^|^0^|^1^|^1^|^1^|^IND^|^1130541511^|^13013680^|^9123722^|^20161130^|^T12^|^T1235^|^T1236^|^T1237^|^30541481^|^308^|^1214837^|^308^|^308^|^358^|^20181230^|^20201230^|^1461200001309003249109397810607201^|^RG^|^rg^|^MMC^|^20090316^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189353^|^1^|^1^|^1^|^0^|^1^|^IND^|^1130541512^|^13013681^|^9123723^|^20170111^|^T12^|^T1235^|^T1236^|^T1237^|^30541482^|^309^|^1214838^|^309^|^309^|^359^|^20181120^|^20201230^|^1461200001309003249109397810607202^|^I^|^rg^|^MMO^|^20020909^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189354^|^0^|^0^|^0^|^0^|^0^|^IND^|^1130541513^|^13013682^|^9123724^|^20170424^|^T12^|^T1235^|^T1236^|^T1237^|^30541483^|^310^|^1214839^|^310^|^310^|^360^|^20180630^|^20201230^|^1461200001309003249109397810607203^|^B^|^rg^|^MMO^|^19961218^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189355^|^1^|^1^|^1^|^0^|^0^|^ORG^|^1130541514^|^13013683^|^9123725^|^20170503^|^T12^|^T1235^|^T1236^|^T1237^|^30541484^|^311^|^1214840^|^311^|^311^|^361^|^20180622^|^20201230^|^1461200001309003249109397810607204^|^I^|^rg^|^MMC^|^19940516^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189356^|^0^|^0^|^1^|^0^|^0^|^ORG^|^1130541515^|^13013684^|^9123726^|^20161026^|^T12^|^T1235^|^T1236^|^T1237^|^30541485^|^312^|^1214841^|^312^|^312^|^362^|^20180611^|^20201230^|^1461200001309003249109397810607205^|^I^|^rg^|^MMC^|^19990925^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189357^|^0^|^1^|^0^|^0^|^1^|^IND^|^1130541516^|^13013685^|^9123727^|^20161107^|^T12^|^T1235^|^T1236^|^T1237^|^30541486^|^313^|^1214842^|^313^|^313^|^363^|^20180925^|^20201230^|^1461200001309003249109397810607206^|^B^|^rg^|^MMC^|^19970507^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189358^|^0^|^0^|^0^|^1^|^0^|^IND^|^1130541517^|^13013686^|^9123728^|^20160724^|^T12^|^T1235^|^T1236^|^T1237^|^30541487^|^314^|^1214843^|^314^|^314^|^364^|^20181016^|^20201230^|^1461200001309003249109397810607207^|^B^|^rg^|^MMC^|^19970115^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189359^|^1^|^1^|^1^|^1^|^1^|^ORG^|^1130541518^|^13013687^|^9123729^|^20160809^|^T12^|^T1235^|^T1236^|^T1237^|^30541488^|^315^|^1214844^|^315^|^315^|^365^|^20181109^|^20201230^|^1461200001309003249109397810607208^|^I^|^rg^|^MMO^|^19961206^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189360^|^0^|^0^|^1^|^0^|^0^|^ORG^|^1130541519^|^13013688^|^9123730^|^20170413^|^T12^|^T1235^|^T1236^|^T1237^|^30541489^|^316^|^1214845^|^316^|^316^|^366^|^20180429^|^20201230^|^1461200001309003249109397810607209^|^RG^|^rg^|^MMC^|^20050923^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189361^|^1^|^1^|^1^|^1^|^1^|^ORG^|^1130541520^|^13013689^|^9123731^|^20170101^|^T12^|^T1235^|^T1236^|^T1237^|^30541490^|^317^|^1214846^|^317^|^317^|^367^|^20180917^|^20201230^|^1461200001309003249109397810607210^|^I^|^rg^|^MMC^|^19861012^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189362^|^1^|^0^|^0^|^0^|^1^|^IND^|^1130541521^|^13013690^|^9123732^|^20170413^|^T12^|^T1235^|^T1236^|^T1237^|^30541491^|^318^|^1214847^|^318^|^318^|^368^|^20181117^|^20201230^|^1461200001309003249109397810607211^|^I^|^rg^|^MMC^|^19950519^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189363^|^1^|^1^|^1^|^0^|^1^|^ORG^|^1130541522^|^13013691^|^9123733^|^20170428^|^T12^|^T1235^|^T1236^|^T1237^|^30541492^|^319^|^1214848^|^319^|^319^|^369^|^20180123^|^20201230^|^1461200001309003249109397810607212^|^B^|^rg^|^MMC^|^19991211^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189364^|^0^|^1^|^1^|^1^|^1^|^ORG^|^1130541523^|^13013692^|^9123734^|^20160620^|^T12^|^T1235^|^T1236^|^T1237^|^30541493^|^320^|^1214849^|^320^|^320^|^370^|^20180622^|^20201230^|^1461200001309003249109397810607213^|^RG^|^rg^|^MMO^|^20020409^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189365^|^0^|^0^|^1^|^0^|^1^|^ORG^|^1130541524^|^13013693^|^9123735^|^20161117^|^T12^|^T1235^|^T1236^|^T1237^|^30541494^|^321^|^1214850^|^321^|^321^|^371^|^20180316^|^20201230^|^1461200001309003249109397810607214^|^I^|^rg^|^MMC^|^20110619^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189366^|^1^|^1^|^0^|^0^|^1^|^ORG^|^1130541525^|^13013694^|^9123736^|^20170422^|^T12^|^T1235^|^T1236^|^T1237^|^30541495^|^322^|^1214851^|^322^|^322^|^372^|^20181217^|^20201230^|^1461200001309003249109397810607215^|^RG^|^rg^|^MMO^|^20030103^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189367^|^1^|^0^|^1^|^1^|^1^|^ORG^|^1130541526^|^13013695^|^9123737^|^20160628^|^T12^|^T1235^|^T1236^|^T1237^|^30541496^|^323^|^1214852^|^323^|^323^|^373^|^20180215^|^20201230^|^1461200001309003249109397810607216^|^RG^|^rg^|^MMO^|^19921004^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189368^|^0^|^1^|^0^|^0^|^0^|^IND^|^1130541527^|^13013696^|^9123738^|^20170212^|^T12^|^T1235^|^T1236^|^T1237^|^30541497^|^324^|^1214853^|^324^|^324^|^374^|^20180517^|^20201230^|^1461200001309003249109397810607217^|^I^|^rg^|^MMO^|^19920717^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189369^|^1^|^0^|^1^|^0^|^1^|^IND^|^1130541528^|^13013697^|^9123739^|^20161025^|^T12^|^T1235^|^T1236^|^T1237^|^30541498^|^325^|^1214854^|^325^|^325^|^375^|^20180527^|^20201230^|^1461200001309003249109397810607218^|^I^|^rg^|^MMO^|^19950605^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189370^|^0^|^0^|^1^|^1^|^0^|^ORG^|^1130541529^|^13013698^|^9123740^|^20160417^|^T12^|^T1235^|^T1236^|^T1237^|^30541499^|^326^|^1214855^|^326^|^326^|^376^|^20180608^|^20201230^|^1461200001309003249109397810607219^|^I^|^rg^|^MMO^|^20001219^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189371^|^0^|^1^|^0^|^1^|^0^|^IND^|^1130541530^|^13013699^|^9123741^|^20160914^|^T12^|^T1235^|^T1236^|^T1237^|^30541500^|^327^|^1214856^|^327^|^327^|^377^|^20180705^|^20201230^|^1461200001309003249109397810607220^|^RG^|^rg^|^MMO^|^20040708^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189372^|^1^|^0^|^0^|^0^|^0^|^IND^|^1130541531^|^13013700^|^9123742^|^20160405^|^T12^|^T1235^|^T1236^|^T1237^|^30541501^|^328^|^1214857^|^328^|^328^|^378^|^20180422^|^20201230^|^1461200001309003249109397810607221^|^RG^|^rg^|^MMC^|^19890309^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189373^|^1^|^0^|^0^|^1^|^0^|^ORG^|^1130541532^|^13013701^|^9123743^|^20170208^|^T12^|^T1235^|^T1236^|^T1237^|^30541502^|^329^|^1214858^|^329^|^329^|^379^|^20181124^|^20201230^|^1461200001309003249109397810607222^|^B^|^rg^|^MMC^|^20001130^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189374^|^1^|^0^|^1^|^1^|^1^|^ORG^|^1130541533^|^13013702^|^9123744^|^20170509^|^T12^|^T1235^|^T1236^|^T1237^|^30541503^|^330^|^1214859^|^330^|^330^|^380^|^20181219^|^20201230^|^1461200001309003249109397810607223^|^I^|^rg^|^MMC^|^19890801^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189375^|^0^|^0^|^0^|^1^|^0^|^ORG^|^1130541534^|^13013703^|^9123745^|^20161123^|^T12^|^T1235^|^T1236^|^T1237^|^30541504^|^331^|^1214860^|^331^|^331^|^381^|^20181114^|^20201230^|^1461200001309003249109397810607224^|^RG^|^rg^|^MMC^|^19900712^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189376^|^1^|^0^|^1^|^1^|^1^|^IND^|^1130541535^|^13013704^|^9123746^|^20160504^|^T12^|^T1235^|^T1236^|^T1237^|^30541505^|^332^|^1214861^|^332^|^332^|^382^|^20180329^|^20201230^|^1461200001309003249109397810607225^|^I^|^rg^|^MMC^|^19940915^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189377^|^1^|^0^|^0^|^1^|^0^|^ORG^|^1130541536^|^13013705^|^9123747^|^20160629^|^T12^|^T1235^|^T1236^|^T1237^|^30541506^|^333^|^1214862^|^333^|^333^|^383^|^20180730^|^20201230^|^1461200001309003249109397810607226^|^RG^|^rg^|^MMC^|^20091218^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
